Age,Height_cm,Weight_kg,BMI,Menstrual_Cycle_Length_days,Menstrual_Irregularity,Fasting_Glucose_mg_dL,Fasting_Insulin_uIU_mL,HOMA_IR,LH_mIU_mL,FSH_mIU_mL,LH_FSH_Ratio,Total_Testosterone_ng_dL,Free_Testosterone_pg_mL,Total_Cholesterol_mg_dL,Triglycerides_mg_dL,Dietary_Sugar_Intake,Physical_Activity_Level,PCOS_Diagnosis,Hirsutism_Score_FG,Acne_Severity,Alopecia,Skin_Darkening_Acanthosis,Vitamin_D_ng_mL,first_name,last_name,email,Target_Nutrient_Vector,Allergens,Diet,hashed_password
30,157.1,44.0,24.89,36,0,58.6,10.03,1.451254320987654,5.89,4.63,1.2721382289416847,46.7,0.74,195,194.0,2,2,0,1,2,0,0,13.4,Derek,Lee,derek.lee383@example.com,"[25.0, 12.0, 320.0, 10.0, 8.1]",,omnivore,pbkdf2:sha256:1000000$FUTde8NwEjeQt17m$9d9aa8a7c1a605dd182746a6ad6e13c505c3a0d2df602a0fe811d8f59e018bce
19,162.3,78.6,27.49,44,0,93.7,21.55,4.985765432098765,16.43,7.46,2.202412868632708,55.4,9.26,249,132.0,1,3,0,19,2,0,0,10.7,Brian,Bell,brian.bell384@example.com,"[29.6, 12.0, 343.1, 13.7, 21.1]",,omnivore,pbkdf2:sha256:1000000$FYzs6QinwssTrWkK$aaad1e997867a3fd52ade7efef24fb5c4b9ea33959c2a05e3b87b4b4d5c49087
31,162.2,66.1,31.67,44,0,79.5,22.66,4.448074074074074,10.67,7.32,1.4576502732240437,48.3,2.53,114,139.0,3,3,1,3,0,0,1,31.1,Robin,Smith,robin.smith385@example.com,"[28.8, 12.0, 345.5, 10.0, 10.4]",,omnivore,pbkdf2:sha256:1000000$3qcPyvBz7yek6bAd$b3609e5eee75e43ade183fdcfd304375e4c47ade58b4d515b01996f673166a25
19,158.8,99.1,26.26,37,0,103.9,25.72,6.598291358024691,2.51,9.09,0.2761276127612761,58.5,6.26,175,131.0,2,2,0,19,2,1,0,26.1,Diana,Williamson,diana.williamson386@example.com,"[32.0, 12.0, 355.2, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$ge62CM6RIsQe8oXq$1add638aed924f7b4cc7c6964bd72486919c9c2fd0f1bc2e1bb8e5f187c3f1c1
44,151.9,62.0,28.05,24,0,110.5,11.68,3.186765432098765,13.82,3.05,4.531147540983607,42.8,5.6,176,130.0,1,3,0,7,1,0,0,19.4,Morgan,Rodriguez,morgan.rodriguez387@example.com,"[26.9, 12.0, 329.7, 14.6, 7.0]",,omnivore,pbkdf2:sha256:1000000$4hfpKg5tpS8pGkBx$0731f6f9b29ddef9fb1c38af7d8a60347a5683bfb01848462f9fc37ac8a698d2
31,152.2,49.4,16.79,27,0,103.4,16.27,4.153871604938272,3.28,2.31,1.4199134199134198,39.4,7.05,239,168.0,2,2,0,8,0,0,0,21.2,Willie,Brown,willie.brown388@example.com,"[28.4, 12.0, 336.9, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$zGh6j1JA0I22rm5s$cc7aded49c6a155fd1545e497dd58d96da694293e596a1ed0a8e935a707e3ddc
22,153.4,63.2,32.98,35,0,88.4,5.77,1.2594271604938272,13.09,2.19,5.9771689497716896,41.5,4.55,231,145.0,3,3,0,14,2,0,0,36.8,Justin,Cowan,justin.cowan389@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$OU96ufxMZb99d3ao$c64d2b7ee36742520fdb9ba9bf67ed2e4063c3d2d974d189da12ce673fc4e812
26,167.4,80.8,27.26,23,0,88.8,13.85,3.0367407407407403,7.51,3.69,2.035230352303523,82.2,5.02,225,141.0,3,3,0,16,3,0,1,17.1,Adam,Costa,adam.costa390@example.com,"[26.7, 12.0, 328.5, 13.4, 25.0]",,omnivore,pbkdf2:sha256:1000000$ozKdUOjiqeJshhOw$96aaf276f842ed005c7c003d346f8887215642b0683dd77203670a23c1a73fd0
38,159.1,69.5,25.04,35,1,88.2,13.68,2.9792,6.75,4.8,1.40625,59.2,0.05,114,139.0,3,1,1,10,3,1,0,33.7,Betty,Hutchinson,betty.hutchinson391@example.com,"[26.6, 12.0, 330.8, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$ylXcm8Bzthp5gqMC$15ad86a3caa7978dc61af57e4f17966b7ae13d06814e24247b1fd4fedd0bbdde
19,155.3,58.0,23.98,43,1,99.9,13.04,3.216533333333333,14.16,6.96,2.0344827586206895,21.0,3.55,158,189.0,2,2,1,1,2,0,0,20.1,Jason,Cisneros,jason.cisneros392@example.com,"[27.0, 12.0, 333.2, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$SpD4cmcm0qSTk5H1$f656b3489f80495740bb423bfbc3be7ba33057b3220e4fc2f96d56c164aea3cc
41,144.8,73.4,26.97,39,0,104.4,10.02,2.582933333333333,12.43,3.98,3.1231155778894473,76.9,4.56,149,131.0,2,1,0,8,3,0,1,13.7,Jason,Morales,jason.morales393@example.com,"[26.0, 12.0, 325.1, 13.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$WEjcK7JwIy7Vgjbv$ecb4752ccd026856e4be9d12532d99515fa823cac922ff3d68b8be35c473748b
25,163.0,73.3,18.92,24,0,84.1,16.16,3.3556938271604935,10.39,3.79,2.741424802110818,81.4,4.73,151,58.0,3,3,0,6,3,0,0,24.5,Jasmine,Alvarado,jasmine.alvarado394@example.com,"[27.2, 12.0, 330.9, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$M5MzE2kg6uyLwmB4$4ed46c1d365ef8ff6ea0db1154563e651a2933e24f882d807782eb2cb6527224
32,156.5,57.4,22.49,38,0,104.9,8.82,2.2844888888888892,8.99,8.67,1.0369088811995386,45.8,4.29,211,100.0,1,3,1,7,3,0,1,15.1,Daniel,Taylor,daniel.taylor395@example.com,"[25.6, 12.0, 323.8, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$jyKv9NLM9BhGdbyO$3f6ceeb9ec2ede63f9ae000958f0e433b4c00ca02dd7219009996ab8068b353c
18,147.8,86.2,24.81,38,0,70.6,18.64,3.249343209876543,10.61,9.92,1.0695564516129032,90.6,8.19,240,42.0,1,3,0,20,0,0,0,21.4,Kenneth,Mitchell,kenneth.mitchell396@example.com,"[27.0, 12.0, 330.1, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$SUIt0cEHtRs2SynO$7e49d2c3445837a60e9ba24e64a12912aa0d2fe64e04354937da75de929a22b7
19,158.2,49.4,22.09,22,0,134.9,2.05,0.6828271604938272,9.49,3.94,2.4086294416243654,63.2,4.28,265,78.0,3,3,1,9,2,0,0,7.7,Timothy,Sherman,timothy.sherman397@example.com,"[23.2, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$GfcohBIR9k7WDCRZ$7d1e9412dbbc6960a3dd3f54012ee46e458439c0b09a9c24082619db37b90403
33,147.9,40.6,16.32,32,0,111.9,13.98,3.8626222222222224,5.88,6.08,0.9671052631578947,50.8,7.65,157,25.0,2,2,1,7,3,0,0,37.2,Sharon,Freeman,sharon.freeman398@example.com,"[27.9, 12.0, 339.6, 10.0, 14.2]",,omnivore,pbkdf2:sha256:1000000$E0eQq60nJyaHkBmm$90a45aec5cfed1b9652587cbd5482a164f04fdc2dd551d4a179e5e52eac919a5
20,144.6,61.7,25.47,33,1,74.1,6.33,1.1581555555555556,7.57,2.79,2.7132616487455197,86.2,9.27,184,135.0,3,2,0,2,1,1,0,20.9,Nicholas,Cowan,nicholas.cowan399@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$W11E6hkqLaKEKomX$124ebccfff024a95faad0ea51a57f1b488c30b8b41410b5770df9c30c8ba4f60
43,157.9,68.0,20.27,30,0,66.7,10.58,1.7424345679012347,7.84,4.5,1.7422222222222221,58.3,3.21,187,219.0,3,1,0,15,3,0,0,20.8,Christine,Morse,christine.morse400@example.com,"[25.0, 22.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$8MBuBBBMAj10aoEf$41b3b46bb4a03489d1327aeacc513e27d8a36f33647826d02379d4bb20f5a024
35,162.8,31.1,35.33,39,0,105.4,13.84,3.6018172839506177,0.6,7.15,0.0839160839160839,54.5,5.96,182,88.0,2,3,0,7,0,0,1,11.5,Jamie,Webb,jamie.webb401@example.com,"[27.6, 12.0, 332.8, 25.5, 19.8]",,omnivore,pbkdf2:sha256:1000000$qH87Qgq924PwZz3X$dfc0827066699b4a554b681c01e40a338ac89acc002ed83f154c981394d39e9e
44,161.0,61.4,17.0,37,1,124.0,13.72,4.200691358024692,17.79,6.71,2.651266766020864,64.6,3.82,171,120.0,3,3,0,2,3,0,0,38.0,Cody,Salinas,cody.salinas402@example.com,"[28.5, 12.0, 337.3, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$9n7dj1u8LHwWUfr4$23e6f134569c7fd30b67a21a2365d3934baa2a5ad26f325311010daf15333ad7
18,169.5,81.3,26.83,29,1,102.6,8.99,2.2774666666666668,6.71,6.87,0.9767103347889374,49.9,7.66,209,173.0,2,1,1,15,2,0,1,28.2,Kristen,Williams,kristen.williams403@example.com,"[25.6, 12.0, 323.8, 10.0, 12.8]",,omnivore,pbkdf2:sha256:1000000$ZQZFgpeG5gkvKRnk$469b1eea1cad3f1ce803511362ca33cd9ae948b72dbf9db3c49aa0cba45219a2
19,166.1,68.2,22.74,35,1,81.1,9.16,1.8342617283950617,7.47,4.74,1.5759493670886076,39.3,3.28,223,126.0,3,1,1,0,1,1,0,45.5,Lisa,Gray,lisa.gray404@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$HptFJcmDZHpKlWZ1$85269bec9356f09193c95840b56053fd8120b774d89a74a608cfdd68155a1fad
20,157.3,59.6,22.81,27,0,97.3,13.85,3.32741975308642,2.17,7.65,0.28366013071895424,56.2,3.28,209,170.0,2,3,0,0,1,0,0,24.7,John,Daugherty,john.daugherty405@example.com,"[27.1, 12.0, 330.7, 10.0, 22.3]",,omnivore,pbkdf2:sha256:1000000$9z5Wy8K5ovNQX2oW$61b64c8dcf2d9d169d9b3f25427a179f5493f9dec606fd7fae83ca449a28281f
18,151.7,49.2,28.74,29,1,92.5,20.9,4.773456790123456,12.45,8.23,1.5127582017010934,49.5,2.51,212,116.0,1,2,0,21,3,0,0,7.6,Lisa,May,lisa.may406@example.com,"[29.3, 12.0, 341.6, 25.0, 12.2]",,omnivore,pbkdf2:sha256:1000000$rwqlnVm6vnqSENgb$7d1bb3bc9d5840355c244cdfdb33b8b5172134be31eab7b0ea398e43841ba472
19,159.4,45.4,24.54,37,0,75.2,15.11,2.8056098765432096,4.91,6.8,0.7220588235294118,85.5,8.19,187,147.0,3,1,1,22,3,0,1,1.0,April,Williams,april.williams407@example.com,"[26.4, 12.0, 329.1, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$XJEKPGZzNlf5df67$685a812d6d2d88182f7bb43abafdedc55f4e946a1ee2aab5f2f4bee1e2356ad9
33,160.8,76.2,19.61,30,1,86.5,13.85,2.9580864197530863,14.79,5.88,2.5153061224489797,20.3,2.57,198,126.0,3,1,1,11,0,0,1,35.8,Priscilla,Salas,priscilla.salas408@example.com,"[26.6, 12.0, 330.6, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$NY2m561IXRmRLCVx$af3b6bb7f26cf3a08cb4fd8b0cab7444074339e97ade6a89bd670c2fb0bd9edf
31,170.6,71.6,34.98,31,0,99.0,7.38,1.804,16.46,6.6,2.493939393939394,93.7,10.72,155,149.0,2,2,0,18,0,1,0,21.9,Mathew,Smith,mathew.smith409@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$eFdf6aA3dIcirW86$6d81d65150e338319f73d4ea1af3ed907044e800199e280e24ad298b991481d6
41,155.2,64.7,32.51,25,0,93.5,16.99,3.9223827160493823,3.32,5.52,0.6014492753623188,51.5,3.98,183,115.0,1,1,0,20,1,0,0,36.5,Thomas,Collins,thomas.collins410@example.com,"[28.0, 12.0, 335.2, 10.0, 15.2]",,omnivore,pbkdf2:sha256:1000000$ynktcWA533ARwK4r$9079e388ccea9b6153e1cc2a7ec1327ffd084bd24d79179ce8e85b25a5e70b07
42,151.1,66.0,26.45,20,1,84.2,11.23,2.334730864197531,11.58,8.84,1.3099547511312217,50.5,1.02,138,111.0,1,1,1,14,3,1,0,20.5,Richard,Douglas,richard.douglas411@example.com,"[25.7, 12.0, 324.3, 10.0, 13.8]",,omnivore,pbkdf2:sha256:1000000$YDpLjxtefgCozOLZ$c6925ed6077956cb51c578a2cd99eedffee43bffa1f650ea9c103f5142f0d12f
18,150.7,42.9,31.84,33,1,80.3,9.12,1.8082370370370369,11.0,5.31,2.0715630885122414,62.7,5.74,215,98.0,3,1,0,12,0,0,0,31.1,Julie,Allen,julie.allen412@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$Iq50P1BrDj5ySOyt$a25e9f416d03efff218c92ca6ff8bc2dc38a457dd8bb5c4bdd825d57edf921a0
18,171.4,72.7,26.23,26,0,94.0,27.61,6.408246913580247,14.15,6.37,2.221350078492936,68.5,5.28,175,86.0,2,3,1,23,3,0,0,17.4,Brian,Robinson,brian.robinson413@example.com,"[31.8, 12.0, 365.1, 11.8, 25.0]",,omnivore,pbkdf2:sha256:1000000$E9jc8GHya5SUEyyq$0a221b646d48cf1cb148e34c73d6acae8d80f1bcf56512809999ddf645a23cc0
41,162.3,63.8,24.9,28,0,85.1,11.69,2.4563432098765428,7.23,3.13,2.309904153354633,54.8,4.56,231,93.0,2,1,0,21,3,1,0,22.3,Joshua,Lewis,joshua.lewis414@example.com,"[25.8, 12.0, 324.2, 10.0, 20.2]",,omnivore,pbkdf2:sha256:1000000$As8itXIGNL4U4LeS$ceb75e41322d7629f31d5939dccde1ea61027be5a00c417967622dc737be35e4
35,160.6,46.3,32.58,42,1,118.7,9.17,2.6876024691358027,4.52,3.93,1.1501272264631042,49.8,2.64,211,219.0,3,2,1,10,3,0,0,21.7,Raymond,Edwards,raymond.edwards415@example.com,"[26.2, 22.0, 327.9, 10.0, 12.7]",,omnivore,pbkdf2:sha256:1000000$dXaEbM0npUhrJRSe$252226cb0744a58654ef2a80013375ad12857fd1dfa9cff01c955f0e6f8b6ffb
36,146.4,58.0,18.01,16,1,75.9,9.87,1.8497111111111113,8.65,4.81,1.7983367983367986,68.8,3.58,197,168.0,3,2,0,14,2,1,0,28.3,Brian,Taylor,brian.taylor416@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$eSgxztidGoj8kAQE$00bc25a16516965cf56ddcf6d6d4701b05ff307a1dae711a31addc97b680982e
40,151.6,51.2,28.34,34,1,81.0,11.51,2.302,12.92,6.69,1.9312406576980568,81.6,4.6,176,74.0,2,3,0,20,3,0,0,34.3,Sarah,Wu,sarah.wu417@example.com,"[25.6, 12.0, 323.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$R6N7gtVosHM1BqD9$f69ca0d2332286103410d504a09be0f52f94a041c4ef833d50ea1aa9ec9bec04
42,162.4,65.8,27.1,49,0,95.8,3.24,0.7664,9.61,7.23,1.3291839557399723,86.6,3.37,236,143.0,2,3,1,9,3,0,0,19.5,Gregory,Harris,gregory.harris418@example.com,"[25.0, 12.0, 320.0, 13.2, 25.0]",,omnivore,pbkdf2:sha256:1000000$3uvpA9bcfoFsHe8B$8ed810a088e9be424fc77c6f14bed3f97b2bd3e82214a680c984d51ee38c3045
23,170.3,47.3,23.96,37,1,95.3,12.56,2.9554765432098766,10.52,7.19,1.4631432545201668,54.2,6.95,177,84.0,2,3,1,24,0,0,0,26.0,Jasmin,Lewis,jasmin.lewis419@example.com,"[26.6, 12.0, 330.6, 10.0, 19.3]",,omnivore,pbkdf2:sha256:1000000$LcCBiJJpOMqMf6Cw$e0ecd89f8c8269d209432c5f5b14d5c4fdfef7ced80b3f1d2ea7104dd76cb3fd
39,143.2,59.5,26.12,37,0,85.5,24.16,5.100444444444444,15.06,6.14,2.452768729641694,62.7,6.35,147,223.0,2,1,0,3,1,1,0,31.0,Jonathan,Hall,jonathan.hall420@example.com,"[29.8, 22.0, 344.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$qlqdLUowRjzaSMOx$5f2b90b58b1d7b6034e28b6e9fa2acd0413314f0ea95f471fd24b445aeb55410
29,154.0,61.8,34.42,33,1,86.8,17.09,3.6627456790123456,10.12,3.81,2.6561679790026242,63.2,8.31,171,138.0,1,3,1,10,1,0,0,39.6,Jessica,Russo,jessica.russo421@example.com,"[27.6, 12.0, 337.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$MFINrBwO3ndSJwJD$923a13e95de9db4178af7e312de360ae2d883bd13b328747d38dfc06ddb59a50
32,167.7,66.5,22.65,43,1,108.9,21.68,5.8295111111111115,9.78,8.95,1.0927374301675978,49.1,9.35,246,140.0,2,3,0,17,2,0,0,24.3,William,Johnson,william.johnson422@example.com,"[30.9, 12.0, 349.5, 10.0, 11.7]",,omnivore,pbkdf2:sha256:1000000$bTFbEBgDfRZzfgro$cce53c983256516d5c5b7b06d889736d52afbb69873ebfeb5d215933dacf82ff
29,159.6,61.6,31.38,25,0,97.9,30.34,7.334039506172839,5.75,4.39,1.3097949886104785,56.0,7.96,256,103.0,1,3,1,8,3,0,0,0.9,Adam,Vazquez,adam.vazquez423@example.com,"[33.2, 12.0, 374.3, 35.5, 22.0]",,omnivore,pbkdf2:sha256:1000000$EF9jl9IC19lhczb9$c538612fc97de911fb45d097640a6dd2c4c59a62279e90fc1c1eeda1c75cbd6c
44,167.8,68.7,23.47,42,1,99.3,21.33,5.2298,4.18,8.71,0.47990815154994254,79.2,6.92,223,169.0,1,2,1,10,0,0,0,22.2,Jessica,Mitchell,jessica.mitchell424@example.com,"[30.0, 12.0, 353.3, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$rtm1c1h1pQMNehch$20fc9d96b242092fffd7371562bc7adbf03ae7f67e61db9faa8b3d296ed991a0
39,154.4,55.5,33.07,29,0,105.6,13.85,3.611259259259259,17.6,3.81,4.619422572178478,58.5,10.48,173,192.0,2,1,1,4,1,0,1,23.6,Patrick,Davis,patrick.davis425@example.com,"[27.6, 12.0, 337.1, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$gG9hVynHGsCZsExD$ee98e5d1e38f8b66b0b54d4712f003c466c5562ace49d248fa795a0e7e122540
39,159.9,59.9,28.92,45,0,83.9,14.27,2.9561802469135805,9.74,9.51,1.0241850683491063,90.6,4.12,186,91.0,1,1,1,18,3,1,1,21.0,Dawn,Fernandez,dawn.fernandez426@example.com,"[26.6, 12.0, 330.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$g7JJ5jXUStbKK3iK$f11019a5ffd6d1052badea48b10ae358478bd1272cf1961547c96d628f43eb58
31,157.5,56.6,22.08,32,1,101.5,5.59,1.4009506172839505,11.29,7.92,1.4255050505050504,84.9,9.65,244,208.0,2,2,1,13,3,1,1,37.2,Jennifer,Good,jennifer.good427@example.com,"[24.3, 22.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$pz1f8mGh2RLwKLCk$40f9c03021fe1722d3483f7040c80c8a0cfb9a661f155c020f1816c4971f4136
38,160.8,71.1,19.57,29,0,87.2,18.5,3.98320987654321,10.69,7.74,1.3811369509043927,76.4,4.71,238,151.0,3,2,0,6,0,0,0,15.7,Haley,Preston,haley.preston428@example.com,"[28.1, 12.0, 335.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$yZvW8PdjxBl4PmLd$b43829ae2304d1398b79e8d6571e4bca3db2fa9f2599499e998b5897b027c8f6
23,160.3,78.7,25.5,47,0,89.1,13.29,2.9238,8.28,3.67,2.2561307901907357,47.2,8.28,186,111.0,1,3,0,23,3,0,1,20.5,Ian,Ware,ian.ware429@example.com,"[26.5, 12.0, 327.7, 10.0, 8.8]",,omnivore,pbkdf2:sha256:1000000$YXisMphzuHTXgmGZ$235309bef2a2337e4c09cffdd5e49b477355d3f3702cb9a4d267157291d09c24
37,157.4,66.1,19.83,38,0,100.6,20.11,4.9952246913580245,1.19,6.92,0.17196531791907513,38.9,6.06,176,71.0,2,2,0,1,1,1,0,19.2,Troy,Jones,troy.jones430@example.com,"[29.6, 12.0, 343.2, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$MuImn7JnQVBnCivz$9661c1d7eca2f11ecd6705d12907b14fbc2f547d03fb8badea4075301cf2e93f
29,146.8,66.5,23.24,30,1,96.1,13.34,3.1653679012345677,11.08,6.06,1.8283828382838285,95.7,6.1,197,218.0,3,3,0,5,1,1,0,29.6,William,Tucker,william.tucker431@example.com,"[26.9, 22.0, 329.5, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$2L2oe9tGsgTJ29LX$f2af9bf072acb5eb5615ba178aec50e8b8b2dcec61eafe06dcb364d9d40d2fbb
35,153.3,56.1,26.24,31,0,84.3,11.78,2.451985185185185,16.36,5.71,2.8651488616462344,57.6,3.54,172,168.0,1,3,1,13,3,0,0,29.1,Joshua,Jordan,joshua.jordan432@example.com,"[25.8, 12.0, 325.5, 10.0, 24.4]",,omnivore,pbkdf2:sha256:1000000$6wDYuyNZf9a1n0WP$85c18569e995a7ddc646563bd49204f388dfd8530fccddba6a3eae40ff360252
40,153.7,42.7,31.63,39,0,95.0,5.11,1.1986419753086421,4.69,6.12,0.7663398692810458,34.0,6.28,172,185.0,1,1,1,22,3,0,0,39.3,Donna,Greene,donna.greene433@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$CLt1R6nfTyF8egiq$c02c7dc108488f477e0658a80a42c876d93806be1d4d4f93175ecf8a75dd70c9
42,150.5,64.4,27.95,38,0,103.7,17.3,4.429654320987654,6.56,7.56,0.8677248677248677,68.4,7.99,237,112.0,2,3,0,21,0,0,0,29.3,Joanna,Alvarado,joanna.alvarado434@example.com,"[28.8, 12.0, 339.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$dJiQXQLcOWouAQKp$3111d570ec1dd12a9e11e273af454955683608a2ca829e7ba9aaddf1b3cbea31
30,147.4,68.1,26.88,34,0,83.0,27.06,5.545629629629629,9.39,6.78,1.3849557522123894,31.8,4.65,202,183.0,2,1,1,10,3,0,0,15.8,James,Ellis,james.ellis435@example.com,"[30.5, 12.0, 356.5, 12.8, 7.0]",,omnivore,pbkdf2:sha256:1000000$weKO6A7ts1HxTYcy$1383ee6b9dc205cf40d29558498f9783e0652c5c983415fe158e6460c2225fef
25,152.3,41.4,21.11,42,0,112.5,13.51,3.7527777777777778,7.64,7.94,0.9622166246851385,34.5,10.32,213,164.0,3,1,0,17,0,0,0,21.4,Barbara,Matthews,barbara.matthews436@example.com,"[27.8, 12.0, 333.9, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$5TliEoN7jqhcGvAJ$66d12db482e3ee34260d305038f2ccb47afeb321c098060477b795679d640e3f
35,154.5,56.3,26.3,32,1,87.8,6.21,1.3462666666666665,4.95,5.64,0.8776595744680852,60.6,5.4,190,151.0,3,1,1,6,2,1,0,26.6,Jason,Moore,jason.moore437@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$Ap5L9gLgM7e54fWZ$46be19a4a0262ecc1362151eaf8d75377f9b18c939832a88e99ae0d4b33372e7
39,155.7,64.8,27.25,26,0,95.4,10.81,2.546355555555556,8.48,6.78,1.2507374631268438,56.0,5.74,164,56.0,3,3,0,15,1,0,0,28.3,Spencer,Baker,spencer.baker438@example.com,"[26.0, 12.0, 324.8, 10.0, 22.0]",,omnivore,pbkdf2:sha256:1000000$F3MqtcQxKhOBFWp9$d2b1a8323180071414bdf8306133b6c1b22921a4db0297f16de83a8daf2c8232
38,158.5,78.9,29.29,26,1,129.7,8.64,2.7669333333333332,14.35,5.38,2.66728624535316,63.2,3.73,230,191.0,3,1,1,0,1,0,0,24.0,Travis,Woodard,travis.woodard439@example.com,"[26.3, 12.0, 328.7, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$yMtKfkyO9Usl4HRX$591e38e9a959f1ee9513dfa42450b3c8c58746917c610373705fd068639cb7e9
29,165.6,54.7,28.11,28,0,82.6,18.04,3.6792691358024685,9.73,7.42,1.3113207547169812,38.0,10.38,173,171.0,3,2,0,17,2,0,0,36.9,Michaela,Cox,michaela.cox440@example.com,"[27.7, 12.0, 333.3, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$6Rq5UHRqmOpjPmnz$92cd017be1275959c00f3fc29e2f8061b6c69331ab876c5fdd7bd415a79d6638
20,163.0,73.4,22.65,38,0,73.6,11.16,2.028088888888889,5.74,7.59,0.7562582345191041,85.3,6.23,187,126.0,2,2,0,18,3,0,1,15.3,Alan,Parrish,alan.parrish441@example.com,"[25.2, 12.0, 321.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$TY3xPHy2FWWIW7G6$2eff5bc949d12896f081d258356a0e4dd4dfd1bbf90839d923d64c0fe14d4b1f
23,154.8,74.2,26.91,25,0,99.2,7.61,1.8639802469135804,2.64,7.33,0.3601637107776262,34.0,6.35,183,23.0,3,1,0,8,2,0,0,31.5,Shelby,Cook,shelby.cook442@example.com,"[24.9, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$0sdBmZmbzjTBxgKC$d5986daf6763867479ae83d84d5279b0616d7957098c9dd62d0e94415351c80b
36,153.0,41.5,27.85,36,0,110.8,14.02,3.835595061728395,6.48,3.2,2.025,63.6,6.48,171,123.0,3,2,0,5,1,0,0,11.9,Justin,Wilson,justin.wilson443@example.com,"[27.9, 12.0, 334.5, 14.3, 25.0]",,omnivore,pbkdf2:sha256:1000000$Hr5aJ9hzYxBaE1tv$1687c14af019c772145d6b321c26545e5eedd090f5b2586f8c6b28cfdc09aa13
41,151.5,87.4,29.71,29,0,78.2,19.02,3.6725037037037036,1.82,9.77,0.18628454452405324,61.2,1.36,194,36.0,1,1,1,6,3,0,0,27.4,Christina,Wallace,christina.wallace444@example.com,"[27.7, 12.0, 337.7, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$gFKIef88KUG8LWL1$7b8b481db86e8f1d8f91954c7c40446248bc41c7bb4cc1d74476517047f2a946
33,163.3,77.8,33.26,31,1,104.8,10.75,2.781728395061728,17.6,6.94,2.5360230547550433,52.6,3.11,151,175.0,2,2,0,2,0,1,0,38.1,Kyle,Schneider,kyle.schneider445@example.com,"[26.3, 12.0, 326.6, 10.0, 16.9]",,omnivore,pbkdf2:sha256:1000000$IS3iaD5Xpt2AutYZ$6df4c158068d98396ba60620c00ed81e2586377e0d6f15e0dea3bd15fa7951d8
38,145.9,67.2,26.57,37,0,97.2,17.22,4.1328,14.31,4.31,3.3201856148491884,62.2,9.29,173,133.0,1,2,0,5,2,0,0,26.2,Yvonne,Hester,yvonne.hester446@example.com,"[28.3, 12.0, 336.7, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$jFRByK7ifLtFO5Ps$64b40045af86ddab06ccb3f150a41a8d1a02037d1e0b3cf221688691f2b19d45
